"","X","temperature","lower","rain","month","yr"
"1646",1646,24.5,13.3,0,7,1991
"1647",1647,27.3,15.8,0,7,1991
"1648",1648,27.3,16.8,10.1,7,1991
"1649",1649,23.3,12,0,7,1991
"1650",1650,25.3,15.5,0.1,7,1991
"1651",1651,19.5,13.5,0.3,7,1991
"1652",1652,22,8.5,0,7,1991
"1653",1653,25,14.3,0,7,1991
"1654",1654,26,12.5,0.3,7,1991
"1655",1655,19.5,14,0.3,7,1991
"1656",1656,18.5,12,0,7,1991
"1657",1657,22.8,13.8,0,7,1991
"1658",1658,21,12.8,0.1,7,1991
"1659",1659,20.5,10,0.6,7,1991
"1660",1660,20,12.5,17.5,7,1991
"1661",1661,23,13,0.5,7,1991
"1662",1662,20,13.5,0,7,1991
"1663",1663,21.8,13.5,0,7,1991
"1664",1664,26.5,9.5,0,7,1991
"1665",1665,24,14.5,0,7,1991
"1666",1666,26.7,13.4,0.8,7,1991
"1667",1667,17.7,12.8,6.8,7,1991
"1668",1668,21.3,12.6,0,7,1991
"1669",1669,18.5,12.1,0,7,1991
"1670",1670,23.5,12.3,0,7,1991
"1671",1671,25.8,13.3,0,7,1991
"1672",1672,28,16.8,0.2,7,1991
"1673",1673,20.8,13.5,19.3,7,1991
"1674",1674,22.4,10.6,0,8,1991
"1675",1675,23.6,12.2,6.3,8,1991
"1676",1676,23.3,15.3,0,8,1991
"1677",1677,23,13.5,0,8,1991
"1678",1678,24,14.5,0,8,1991
"1679",1679,22.8,16.3,0.2,8,1991
"1680",1680,21.5,14.5,0,8,1991
"1681",1681,20,13.3,4.9,8,1991
"1682",1682,22.5,9.5,0,8,1991
"1683",1683,24,17.3,0,8,1991
"1684",1684,25.5,17,0,8,1991
"1685",1685,21.3,12.5,0.6,8,1991
"1686",1686,22.3,14.3,0,8,1991
"1687",1687,23,15.8,0,8,1991
"1688",1688,24.5,11,0,8,1991
"1689",1689,32.8,14.5,0,8,1991
"1690",1690,22.8,13.8,0,8,1991
"1691",1691,22.5,8.5,0,8,1991
"1692",1692,20.5,6.8,0,8,1991
"1693",1693,24,14.5,0,8,1991
"1694",1694,25.5,13.3,0,8,1991
"1695",1695,26.5,16.8,0,8,1991
"1696",1696,23.5,12.5,4.9,8,1991
"1697",1697,17.3,11.8,3.9,8,1991
"1698",1698,22.3,9.5,0,8,1991
"1699",1699,24.3,9.5,0,8,1991
"1700",1700,26.3,19,0,8,1991
"1701",1701,25.3,12.8,0,8,1991
"1702",1702,24,9,0,8,1991
"1703",1703,23.5,10.5,0,8,1991
"1704",1704,24.5,10,0,8,1991
"1705",1705,26.3,10.3,0,9,1991
"1706",1706,28.3,13.8,0,9,1991
"1707",1707,25.8,12.5,0,9,1991
"1708",1708,25.3,11.8,0,9,1991
"1709",1709,27,14,0,9,1991
"1710",1710,24.8,13.8,0,9,1991
"1711",1711,20.5,4.5,0,9,1991
"1712",1712,21.5,5.5,0,9,1991
"1713",1713,24,6,0,9,1991
"1714",1714,23.8,7.8,0,9,1991
"1715",1715,24.5,9.8,0,9,1991
"1716",1716,18.8,10.5,0,9,1991
"1717",1717,21.5,4.8,0,9,1991
"1718",1718,22.3,10,0,9,1991
"1719",1719,23.5,14.3,6.7,9,1991
"1720",1720,21,10.8,3.7,9,1991
"1721",1721,20.3,10.5,2.5,9,1991
"1722",1722,21,12.3,0.4,9,1991
"1723",1723,20.3,3.8,0.2,9,1991
"1724",1724,18.5,3,0,9,1991
"1725",1725,19.8,4.5,0,9,1991
"1726",1726,23.5,10.8,7.2,9,1991
"1727",1727,17.5,11.3,0,9,1991
"1728",1728,19.5,15.8,0,9,1991
"1729",1729,18,11.5,3.1,9,1991
"1730",1730,17.8,2.5,0,9,1991
"1731",1731,17,9.5,5.9,9,1991
"1732",1732,12.5,3.3,0.2,9,1991
"1733",1733,14,11.5,14.1,9,1991
"1734",1734,15.5,6.3,0.5,9,1991
"1735",1735,14.3,9.8,0.4,10,1991
"1736",1736,16,7,0,10,1991
"1737",1737,16.5,12,0,10,1991
"1738",1738,17.3,6,0.6,10,1991
"1739",1739,16.5,5,0,10,1991
"1740",1740,14,3.8,2,10,1991
"1741",1741,13.5,5.5,0,10,1991
"1742",1742,15.5,4.8,0,10,1991
"1743",1743,14.8,7,0.2,10,1991
"1744",1744,16,8.3,0.5,10,1991
"1745",1745,19.5,12,0,10,1991
"1746",1746,20.5,10.3,1.3,10,1991
"1747",1747,16.3,5,0.1,10,1991
"1748",1748,16.5,6,0.4,10,1991
"1749",1749,15.5,9.8,0,10,1991
"1750",1750,15.5,10,0.7,10,1991
"1751",1751,15.8,7.3,1.8,10,1991
"1752",1752,10.8,6.5,0,10,1991
"1753",1753,9.6,2,0.3,10,1991
"1754",1754,9.2,1.8,0,10,1991
"1755",1755,8.8,1.3,0,10,1991
"1756",1756,10.8,-0.3,0,10,1991
"1757",1757,11.3,-0.8,0,10,1991
"1758",1758,9.8,6.8,0,10,1991
"1759",1759,10.5,7,0,10,1991
"1760",1760,11,7.3,0,10,1991
"1761",1761,10.8,7.5,0,10,1991
"1762",1762,12.5,6.8,0.3,10,1991
"1763",1763,13,8.5,1.1,10,1991
"1764",1764,13.3,9.3,7.9,10,1991
"1765",1765,12.8,3.3,0.2,10,1991
"1766",1766,15,11.5,4.1,11,1991
"1767",1767,15.5,10,4.6,11,1991
"1768",1768,14.3,7.5,7.9,11,1991
"1769",1769,10,3,1.9,11,1991
"1770",1770,9,2.8,0,11,1991
"1771",1771,7.3,-0.3,0,11,1991
"1772",1772,12.8,4.8,0,11,1991
"1773",1773,13,9.8,0.6,11,1991
"1774",1774,10.5,2.8,1.2,11,1991
"1775",1775,8.3,-2,0,11,1991
"1776",1776,11,2.3,2.6,11,1991
"1777",1777,9.5,0,0.1,11,1991
"1778",1778,10,3.8,6.7,11,1991
"1779",1779,8,0.5,0.5,11,1991
"1780",1780,7.3,1.8,0,11,1991
"1781",1781,9,-4,0,11,1991
"1782",1782,8.8,-1.5,0,11,1991
"1783",1783,8.8,2.8,0.9,11,1991
"1784",1784,12,4,18.8,11,1991
"1785",1785,7.8,3.5,13,11,1991
"1786",1786,7.5,-3,0,11,1991
"1787",1787,8,-1.5,0.1,11,1991
"1788",1788,9.1,4.8,0,11,1991
"1789",1789,9.8,0.3,0,11,1991
"1790",1790,10.5,5,0,11,1991
"1791",1791,10.5,6,0.5,11,1991
"1792",1792,12.3,8.5,0,11,1991
"1793",1793,11.3,8.5,0,11,1991
"1794",1794,12,9.3,0,11,1991
"1795",1795,12.5,6.8,0,11,1991
"1796",1796,8.8,7.3,0.3,12,1991
"1797",1797,10,6,0,12,1991
"1798",1798,8.8,6.8,0,12,1991
"1799",1799,7.8,4.5,0,12,1991
"1800",1800,7,4.9,0,12,1991
"1801",1801,7.5,-2.8,0,12,1991
"1802",1802,6.8,-5,0,12,1991
"1803",1803,5,-5.3,0,12,1991
"1804",1804,5.3,-5,0,12,1991
"1805",1805,3.8,-3.8,0,12,1991
"1806",1806,3,-8.8,0,12,1991
"1807",1807,0.5,-10.5,0,12,1991
"1808",1808,-0.2,-9.2,0,12,1991
"1809",1809,7.2,-5.3,0,12,1991
"1810",1810,-1.8,-7.1,0,12,1991
"1811",1811,7,-5.3,1.4,12,1991
"1812",1812,10.5,4.3,1.4,12,1991
"1813",1813,11.3,4.5,5.9,12,1991
"1814",1814,12.3,5.8,1.6,12,1991
"1815",1815,12.8,3.3,0,12,1991
"1816",1816,11,3.8,0.2,12,1991
"1817",1817,13.3,9.8,0.9,12,1991
"1818",1818,13.5,11.5,0,12,1991
"1819",1819,13,2.5,0.3,12,1991
"1820",1820,7,-2.3,0,12,1991
"1821",1821,9.3,0.3,0,12,1991
"1822",1822,11,2.3,0,12,1991
"1823",1823,8,-0.5,0,12,1991
"1824",1824,6.5,0.8,0,12,1991
"1825",1825,7.8,4.5,0,12,1991
"1826",1826,7.2,4.5,0.2,12,1991
"1827",1827,9.1,4.3,0,1,1992
"1828",1828,10.5,4.5,0,1,1992
"1829",1829,11,8,0,1,1992
"1830",1830,11.5,6,1.2,1,1992
"1831",1831,11.8,6.3,1.4,1,1992
"1832",1832,13.3,10.3,0,1,1992
"1833",1833,11.8,5.8,0,1,1992
"1834",1834,11.5,6,1.4,1,1992
"1835",1835,11.8,6.3,3.4,1,1992
"1836",1836,7.8,2.3,0.3,1,1992
"1837",1837,7,-1.8,0,1,1992
"1838",1838,4.3,-4.8,0,1,1992
"1839",1839,5,-3.3,0.4,1,1992
"1840",1840,5.5,-0.8,0,1,1992
"1841",1841,5.3,3.3,0,1,1992
"1842",1842,5.5,1.5,0,1,1992
"1843",1843,6,-1.8,0,1,1992
"1844",1844,4,-0.3,0,1,1992
"1845",1845,8,0,0,1,1992
"1846",1846,8.5,4.5,0.3,1,1992
"1847",1847,5,-1.8,0,1,1992
"1848",1848,3.3,-6.5,0,1,1992
"1849",1849,3.5,-7.5,0,1,1992
"1850",1850,-1.8,-8.5,0,1,1992
"1851",1851,0.8,-6.3,0,1,1992
"1852",1852,6.5,-0.3,3,1,1992
"1853",1853,6.5,1,0,1,1992
"1854",1854,5.5,-2.8,0,1,1992
"1855",1855,6.3,0.3,0,1,1992
"1856",1856,7.8,-2,0,1,1992
"1857",1857,3.3,-1.3,0.2,1,1992
"1858",1858,3.3,-1.3,0,2,1992
"1859",1859,2,-2.3,0,2,1992
"1860",1860,8.5,-0.8,0.7,2,1992
"1861",1861,10,3.5,0.2,2,1992
"1862",1862,13,6.5,0,2,1992
"1863",1863,10.5,7.5,0,2,1992
"1864",1864,10,3,0,2,1992
"1865",1865,9,-3.5,0,2,1992
"1866",1866,9,1,0.5,2,1992
"1867",1867,9.8,2.3,2,2,1992
"1868",1868,9,4.5,9.8,2,1992
"1869",1869,10,8.3,0.3,2,1992
"1870",1870,11.8,3.8,2.8,2,1992
"1871",1871,9.8,4.3,0,2,1992
"1872",1872,10.5,6.3,1.5,2,1992
"1873",1873,9.3,2,0,2,1992
"1874",1874,6.8,-2,0,2,1992
"1875",1875,6,0,1.3,2,1992
"1876",1876,5,-0.5,0.5,2,1992
"1877",1877,4,-5.8,0,2,1992
"1878",1878,5.3,-5.8,0,2,1992
"1879",1879,7.3,0,0,2,1992
"1880",1880,9.3,5,0.1,2,1992
"1881",1881,11,2.5,0,2,1992
"1882",1882,11,-2.3,0,2,1992
"1883",1883,6.3,-0.5,0,2,1992
"1884",1884,12.4,6.2,0,2,1992
"1885",1885,13.8,5.5,1.1,2,1992
"1886",1886,8.2,2.5,0,2,1992
"1887",1887,14.3,1,0,3,1992
"1888",1888,9.5,2,5.8,3,1992
"1889",1889,10,5.3,0.4,3,1992
"1890",1890,12,5.5,0,3,1992
"1891",1891,13.5,1,0,3,1992
"1892",1892,10.5,4.5,0.7,3,1992
"1893",1893,13.5,5.5,0,3,1992
"1894",1894,12.3,5,0.2,3,1992
"1895",1895,10.8,-2,0,3,1992
"1896",1896,11.5,5,0.2,3,1992
"1897",1897,12.8,3,3,3,1992
"1898",1898,10.3,6.3,0.2,3,1992
"1899",1899,11,8.5,1.2,3,1992
"1900",1900,12,4.3,0.3,3,1992
"1901",1901,11.5,6,0.4,3,1992
"1902",1902,12.8,7.5,2.5,3,1992
"1903",1903,13.5,8.3,0,3,1992
"1904",1904,13.3,8,0,3,1992
"1905",1905,13.3,3.3,0,3,1992
"1906",1906,14.8,6.8,0,3,1992
"1907",1907,14.5,6.8,1.5,3,1992
"1908",1908,13.3,7.3,3.7,3,1992
"1909",1909,14.5,3,2.4,3,1992
"1910",1910,8.8,4.3,0.9,3,1992
"1911",1911,9.3,4.5,2.3,3,1992
"1912",1912,8.5,4.5,5.7,3,1992
"1913",1913,8.8,3.8,1.2,3,1992
"1914",1914,7.8,1.8,0.5,3,1992
"1915",1915,9.8,5.5,0.4,3,1992
"1916",1916,9.5,2,12.8,3,1992
"1917",1917,7.8,4,8.1,3,1992
"1918",1918,9,1,0,4,1992
"1919",1919,11.5,2.8,0.1,4,1992
"1920",1920,8.8,3,0,4,1992
"1921",1921,8.3,-0.5,0,4,1992
"1922",1922,10.5,-1,0,4,1992
"1923",1923,12.5,4.3,1.6,4,1992
"1924",1924,8.5,5,3.8,4,1992
"1925",1925,11.5,4.5,4.9,4,1992
"1926",1926,17,1.5,0,4,1992
"1927",1927,17.5,-1,0,4,1992
"1928",1928,16.9,0.8,0,4,1992
"1929",1929,17.1,7.5,0,4,1992
"1930",1930,14.3,4.3,0.2,4,1992
"1931",1931,12.5,6.8,0,4,1992
"1932",1932,9.5,2.8,18.1,4,1992
"1933",1933,8.5,1.8,4.4,4,1992
"1934",1934,10,4.3,5,4,1992
"1935",1935,16.3,8.3,0.1,4,1992
"1936",1936,17,9,0,4,1992
"1937",1937,16.3,6.8,0,4,1992
"1938",1938,17.5,9.5,0,4,1992
"1939",1939,16,5.8,0,4,1992
"1940",1940,15.3,7.3,0.5,4,1992
"1941",1941,15,6.5,0,4,1992
"1942",1942,14,7,2.7,4,1992
"1943",1943,14.8,9.5,0.4,4,1992
"1944",1944,13.8,7.5,1.2,4,1992
"1945",1945,14.3,6.3,16,4,1992
"1946",1946,13.5,4,2.5,4,1992
"1947",1947,12.8,5.3,0.8,4,1992
"1948",1948,13.5,7.5,10.3,5,1992
"1949",1949,13.5,4.8,0,5,1992
"1950",1950,13.3,0.5,1.1,5,1992
"1951",1951,15,3.3,0,5,1992
"1952",1952,17.5,9,0,5,1992
"1953",1953,13.8,3.3,0,5,1992
"1954",1954,20,9.5,0,5,1992
"1955",1955,19.4,8.5,0,5,1992
"1956",1956,13.5,6.3,1.1,5,1992
"1957",1957,15.3,3.8,14.7,5,1992
"1958",1958,14,7,0.2,5,1992
"1959",1959,14.3,9.5,0.2,5,1992
"1960",1960,17,8.8,0,5,1992
"1961",1961,23,10.3,0,5,1992
"1962",1962,30.5,11,0.4,5,1992
"1963",1963,21,9,0,5,1992
"1964",1964,21.5,4.5,0,5,1992
"1965",1965,19,5.3,0,5,1992
"1966",1966,21.8,8,0,5,1992
"1967",1967,26.8,7,0,5,1992
"1968",1968,26.8,7,0,5,1992
"1969",1969,26.5,7.5,0,5,1992
"1970",1970,25.8,10.8,0,5,1992
"1971",1971,26,11.5,0,5,1992
"1972",1972,26.8,9.8,0,5,1992
"1973",1973,25.5,12.8,0,5,1992
"1974",1974,26.5,10.5,0,5,1992
"1975",1975,22.8,14.8,0,5,1992
"1976",1976,24.5,13.8,10,5,1992
"1977",1977,19,13.3,11.7,5,1992
"1978",1978,20.3,7.5,0,5,1992
"1979",1979,23.8,13.5,5.7,6,1992
"1980",1980,18.5,12,4,6,1992
"1981",1981,20,10,0,6,1992
"1982",1982,20,9,0.1,6,1992
"1983",1983,15.8,9.5,0.2,6,1992
"1984",1984,14.5,9.5,4,6,1992
"1985",1985,22.5,13,3.9,6,1992
"1986",1986,18.5,11.8,0,6,1992
"1987",1987,21,8.3,0,6,1992
"1988",1988,22,8.5,0,6,1992
"1989",1989,23.5,8.8,0.2,6,1992
"1990",1990,22.3,9.5,0,6,1992
"1991",1991,23.5,9.3,0,6,1992
"1992",1992,25.8,9.3,0,6,1992
"1993",1993,26.5,8.8,0,6,1992
"1994",1994,27.5,13.8,0.2,6,1992
"1995",1995,21.3,9.3,0,6,1992
"1996",1996,20.8,5.8,0,6,1992
"1997",1997,18.5,6,0,6,1992
"1998",1998,16.7,9.1,5.4,6,1992
"1999",1999,21.1,9.4,0,6,1992
"2000",2000,23.5,11,0,6,1992
"2001",2001,22.5,12.3,0.5,6,1992
"2002",2002,20.5,10,0,6,1992
"2003",2003,22.5,9.5,0,6,1992
"2004",2004,23.8,9.3,0,6,1992
"2005",2005,25.8,13.5,0,6,1992
"2006",2006,26.8,9.5,0,6,1992
"2007",2007,27.5,10.8,0,6,1992
"2008",2008,29.5,16.3,1.7,6,1992
"2009",2009,23.5,16.3,2,7,1992
"2010",2010,17.3,12,7.3,7,1992
"2011",2011,18.5,13.3,1.9,7,1992
"2012",2012,16.8,13.5,7.9,7,1992
"2013",2013,19,10.8,6.3,7,1992
"2014",2014,20,13.8,0,7,1992
"2015",2015,22.8,8,0,7,1992
"2016",2016,20.8,9,0,7,1992
"2017",2017,17.5,14.8,0.4,7,1992
"2018",2018,20,12.5,1.2,7,1992
"2019",2019,18.5,11.8,0.5,7,1992
"2020",2020,18,13.5,2.9,7,1992
"2021",2021,20.5,13.8,0.2,7,1992
"2022",2022,19.5,14.8,2.6,7,1992
"2023",2023,20.5,14.3,0,7,1992
"2024",2024,22,16,1.3,7,1992
"2025",2025,23.8,16.3,1.2,7,1992
"2026",2026,23.8,15,0.2,7,1992
"2027",2027,23,15.8,0,7,1992
"2028",2028,22.1,14,0,7,1992
"2029",2029,24,15.6,37,7,1992
"2030",2030,23.3,10,0,7,1992
"2031",2031,23.4,10.5,0,7,1992
"2032",2032,24,13.8,0,7,1992
"2033",2033,23.8,11,0,7,1992
"2034",2034,22,14.5,0,7,1992
"2035",2035,19.8,12,0.2,7,1992
"2036",2036,20.6,7.8,0,7,1992
"2037",2037,22.5,7.3,0,7,1992
"2038",2038,26.5,10.8,0,7,1992
"2039",2039,26.4,13,0,7,1992
"2040",2040,27.8,10,0,8,1992
"2041",2041,26.8,14.8,0,8,1992
"2042",2042,21.5,15.5,0.8,8,1992
"2043",2043,22,12,0,8,1992
"2044",2044,22.5,14.5,0,8,1992
"2045",2045,22.5,14.3,0.5,8,1992
"2046",2046,24,12,0,8,1992
"2047",2047,27.3,17.3,0.4,8,1992
"2048",2048,25.8,17.5,9.1,8,1992
"2049",2049,23.5,13.5,7.7,8,1992
"2050",2050,22.8,12,4.4,8,1992
"2051",2051,19.8,13.5,6.6,8,1992
"2052",2052,18.8,12.8,1.5,8,1992
"2053",2053,15.5,9.8,22.7,8,1992
"2054",2054,19.3,7.3,0,8,1992
"2055",2055,21.3,14.3,4.8,8,1992
"2056",2056,19.8,10.8,0,8,1992
"2057",2057,20.5,11,1.1,8,1992
"2058",2058,19.3,12.3,0,8,1992
"2059",2059,22,15.3,1.9,8,1992
"2060",2060,19.5,11.3,7,8,1992
"2061",2061,22.5,11.8,0.3,8,1992
"2062",2062,19.3,9.3,0.8,8,1992
"2063",2063,18.5,12.8,3.3,8,1992
"2064",2064,18.8,14.8,18.4,8,1992
"2065",2065,22.5,12.8,0,8,1992
"2066",2066,18.5,14,0.8,8,1992
"2067",2067,20.8,15.3,1.2,8,1992
"2068",2068,20.3,9.5,0,8,1992
"2069",2069,22.5,11.5,8.4,8,1992
"2070",2070,17.4,7,1.2,8,1992
"2071",2071,17,8.8,0.2,9,1992
"2072",2072,15.8,11.5,1.9,9,1992
"2073",2073,20.5,11.8,0.7,9,1992
"2074",2074,16.3,8.3,3.3,9,1992
"2075",2075,16,5.3,0,9,1992
"2076",2076,15.5,4.8,0.4,9,1992
"2077",2077,17.3,10.8,3.4,9,1992
"2078",2078,16,7.5,0,9,1992
"2079",2079,15.5,8.5,0,9,1992
"2080",2080,17,10,0,9,1992
"2081",2081,20,11,1.4,9,1992
"2082",2082,17.5,8,0.2,9,1992
"2083",2083,17.3,11,0,9,1992
"2084",2084,15.1,6.5,2.6,9,1992
"2085",2085,18.5,9.3,0,9,1992
"2086",2086,18.5,6.5,0,9,1992
"2087",2087,20,10.8,0,9,1992
"2088",2088,22,14.5,2,9,1992
"2089",2089,19,13.5,0.4,9,1992
"2090",2090,17.8,9.8,0.1,9,1992
"2091",2091,19.3,10.5,1.5,9,1992
"2092",2092,18,14,0.7,9,1992
"2093",2093,17,11.5,44.5,9,1992
"2094",2094,16,10,6.3,9,1992
"2095",2095,16,9.3,3.7,9,1992
"2096",2096,14.5,9,4.1,9,1992
"2097",2097,23.3,11.3,0.1,9,1992
"2098",2098,22.5,11,0,9,1992
"2099",2099,21.5,10.8,0,9,1992
"2100",2100,20.5,12.3,1,9,1992
"2101",2101,16.5,5.5,2.2,10,1992
"2102",2102,16,5.5,0,10,1992
"2103",2103,17.5,10.3,9.1,10,1992
"2104",2104,14.8,11,0.9,10,1992
"2105",2105,16.5,10,0,10,1992
"2106",2106,14,10,0,10,1992
"2107",2107,13.5,9.5,0,10,1992
"2108",2108,14.9,9.4,0,10,1992
"2109",2109,14.3,4.8,0,10,1992
"2110",2110,15,5.3,0,10,1992
"2111",2111,12,5,0,10,1992
"2112",2112,13,8.5,0,10,1992
"2113",2113,12.5,0.5,0,10,1992
"2114",2114,13.6,-0.8,0,10,1992
"2115",2115,11.8,3,2.5,10,1992
"2116",2116,9,0,0,10,1992
"2117",2117,8.3,-1.5,0,10,1992
"2118",2118,8.8,1.8,0,10,1992
"2119",2119,11,1.5,0,10,1992
"2120",2120,9.5,6.5,16.5,10,1992
"2121",2121,10.5,3,2.7,10,1992
"2122",2122,9,1.8,1,10,1992
"2123",2123,9.8,5,0,10,1992
"2124",2124,11,3.5,0.2,10,1992
"2125",2125,12.5,5,6.3,10,1992
"2126",2126,12.5,2,1.7,10,1992
"2127",2127,10,3.5,1,10,1992
"2128",2128,10.5,2.5,6.1,10,1992
"2129",2129,10.5,4.3,1.4,10,1992
"2130",2130,9.3,-2.5,0,10,1992
"2131",2131,9.5,-1.5,0,10,1992
"2132",2132,11,3.8,0,11,1992
"2133",2133,14,10.5,7.6,11,1992
"2134",2134,13.8,4.8,2.9,11,1992
"2135",2135,11,2.5,0,11,1992
"2136",2136,13.5,7.3,0,11,1992
"2137",2137,15,6,0,11,1992
"2138",2138,16.5,9.8,0,11,1992
"2139",2139,13,9.3,0,11,1992
"2140",2140,11.5,7,0.6,11,1992
"2141",2141,11.5,5.3,10.8,11,1992
"2142",2142,13,6,7.4,11,1992
"2143",2143,10,4.5,0,11,1992
"2144",2144,8.8,0.5,0,11,1992
"2145",2145,6.8,-3.5,0,11,1992
"2146",2146,9,3,11.2,11,1992
"2147",2147,9.8,4.8,0.8,11,1992
"2148",2148,8.3,2,3.6,11,1992
"2149",2149,7.5,1,1.2,11,1992
"2150",2150,12.8,5.5,3.8,11,1992
"2151",2151,9.8,2.3,1.2,11,1992
"2152",2152,8.3,0.5,0,11,1992
"2153",2153,14,2.5,3.9,11,1992
"2154",2154,14.5,11.8,0.2,11,1992
"2155",2155,13.5,3.8,0.1,11,1992
"2156",2156,13.5,5.3,6.2,11,1992
"2157",2157,11.5,5.5,14.9,11,1992
"2158",2158,9.8,2.8,0,11,1992
"2159",2159,12.8,3.5,3.3,11,1992
"2160",2160,8.5,3.8,10.8,11,1992
"2161",2161,13,6.5,2.1,11,1992
"2162",2162,12.5,5.5,9.2,12,1992
"2163",2163,12.5,9,6,12,1992
"2164",2164,13,3.8,10.7,12,1992
"2165",2165,7.5,-0.3,0.1,12,1992
"2166",2166,5.5,0.5,0,12,1992
"2167",2167,6.5,-2.3,0.2,12,1992
"2168",2168,9.3,2.3,4.7,12,1992
"2169",2169,9.5,5,0.2,12,1992
"2170",2170,6.8,3.5,0,12,1992
"2171",2171,6.5,-0.3,0,12,1992
"2172",2172,7,-0.5,0,12,1992
"2173",2173,12.3,4.5,0.9,12,1992
"2174",2174,8,1,0,12,1992
"2175",2175,10.8,4.3,0,12,1992
"2176",2176,10,7.5,0,12,1992
"2177",2177,9.5,5.3,4,12,1992
"2178",2178,10,-3.5,3.6,12,1992
"2179",2179,9.5,-1.8,2,12,1992
"2180",2180,11.5,3.8,9.8,12,1992
"2181",2181,4.8,1.3,5.9,12,1992
"2182",2182,7.5,-2.3,0,12,1992
"2183",2183,5.3,-1.3,0,12,1992
"2184",2184,5,-3,0,12,1992
"2185",2185,2.8,-3.5,0,12,1992
"2186",2186,2.8,-2.5,0.1,12,1992
"2187",2187,5,3,0,12,1992
"2188",2188,5.3,3.5,0,12,1992
"2189",2189,6.3,0.3,0,12,1992
"2190",2190,5.5,-5.8,0,12,1992
"2191",2191,2.3,-8,0,12,1992
"2192",2192,1.5,-4.5,0,12,1992
"2193",2193,3.5,0.5,0,1,1993
"2194",2194,4.8,-1.5,0,1,1993
"2195",2195,6,-6.5,0,1,1993
"2196",2196,6,-6.5,0.6,1,1993
"2197",2197,9.3,1.8,0.5,1,1993
"2198",2198,12.3,8.8,4.9,1,1993
"2199",2199,12,-1,7.2,1,1993
"2200",2200,11.3,-1,0.5,1,1993
"2201",2201,11.2,1.5,0,1,1993
"2202",2202,12,7.3,10.3,1,1993
"2203",2203,12,8.3,16.3,1,1993
"2204",2204,9.5,2.7,0.6,1,1993
"2205",2205,8,3,0.5,1,1993
"2206",2206,13.4,4,12.6,1,1993
"2207",2207,12.2,5.2,3.5,1,1993
"2208",2208,12.8,4.9,1,1,1993
"2209",2209,13,10.1,0,1,1993
"2210",2210,13,1.8,0.5,1,1993
"2211",2211,9.3,3,0.3,1,1993
"2212",2212,11.8,4.8,0.7,1,1993
"2213",2213,12.5,6.3,0,1,1993
"2214",2214,12.7,8.5,1.9,1,1993
"2215",2215,9,5,5,1,1993
"2216",2216,13,6.8,0.9,1,1993
"2217",2217,10,2.8,0.3,1,1993
"2218",2218,5.3,-1.8,0,1,1993
"2219",2219,11,2,8.2,1,1993
"2220",2220,9.5,6.8,1.2,1,1993
"2221",2221,10.5,5.5,0.2,1,1993
"2222",2222,9.5,4.3,0,1,1993
"2223",2223,7.3,1.3,0,1,1993
"2224",2224,7.5,3,0.2,2,1993
"2225",2225,6.3,1.8,0,2,1993
"2226",2226,10.5,1.8,0,2,1993
"2227",2227,5.3,1.5,0.1,2,1993
"2228",2228,2.7,-1.3,0,2,1993
"2229",2229,4,0.5,0,2,1993
"2230",2230,9.8,3,0,2,1993
"2231",2231,9,7.8,0.7,2,1993
"2232",2232,9.5,5.8,0.1,2,1993
"2233",2233,6.5,2.3,0,2,1993
"2234",2234,3.5,1.8,0,2,1993
"2235",2235,3.5,1.8,0,2,1993
"2236",2236,4,2,0.2,2,1993
"2237",2237,5.8,-0.5,0,2,1993
"2238",2238,3.5,0.8,0,2,1993
"2239",2239,8,2,0,2,1993
"2240",2240,10,4.5,0,2,1993
"2241",2241,10.5,7.5,0,2,1993
"2242",2242,8.8,4.8,0,2,1993
"2243",2243,8.8,1.5,0,2,1993
"2244",2244,8.8,1,0,2,1993
"2245",2245,7.5,-1,0,2,1993
"2246",2246,7.2,0.4,0,2,1993
"2247",2247,7.3,1,0,2,1993
"2248",2248,8.5,2,0,2,1993
"2249",2249,8.5,2.5,1.7,2,1993
"2250",2250,6,0,0.7,2,1993
"2251",2251,4.3,-4,0,2,1993
"2252",2252,2.8,-2.8,0.4,3,1993
"2253",2253,5.3,0.5,0,3,1993
"2254",2254,3.3,1.5,0,3,1993
"2255",2255,5,1,0,3,1993
"2256",2256,4.5,-2.3,0,3,1993
"2257",2257,9.5,2.3,0,3,1993
"2258",2258,10.5,3.3,0,3,1993
"2259",2259,9.5,4.5,0,3,1993
"2260",2260,12,-2.8,0,3,1993
"2261",2261,10,3.5,0.2,3,1993
"2262",2262,12,4.5,0,3,1993
"2263",2263,14.5,-2,0,3,1993
"2264",2264,15.1,-2,0,3,1993
"2265",2265,16.8,3.5,0,3,1993
"2266",2266,15.8,5.3,0,3,1993
"2267",2267,19,7,0,3,1993
"2268",2268,11.8,7,0,3,1993
"2269",2269,16.4,9,0,3,1993
"2270",2270,16.3,3.5,0,3,1993
"2271",2271,12,-3.5,0,3,1993
"2272",2272,13,3.5,0,3,1993
"2273",2273,13,7.8,5,3,1993
"2274",2274,12.5,1,0.1,3,1993
"2275",2275,11,-1.3,0,3,1993
"2276",2276,10.5,0.5,0,3,1993
"2277",2277,10.4,2.5,0,3,1993
"2278",2278,9.5,-4.9,0,3,1993
"2279",2279,8.5,-2.7,0,3,1993
"2280",2280,11,3.5,0,3,1993
"2281",2281,12,5.5,0,3,1993
"2282",2282,14,0.5,4.7,3,1993
